emotion,original_text,text_tokens,preprocessed_text
fear,"I did not do well in one of the subjects last term.   I was afraid that I would fail.  My result was a grade D, though it was not good I still passed.  I felt more comfortable then.  ","['well', 'one', 'subject', 'last', 'term', 'afraid', 'would', 'fail', 'result', 'grade', 'though', 'good', 'still', 'passed', 'felt', 'comfortable']",well one subject last term afraid would fail result grade though good still passed felt comfortable
anger,"My friend half-teasingly called me a bad nickname.  I felt insulted and kicked his hip in anger.  I was stable later and did not feel angry at him.  In fact I was afraid that the other friends who were with us would think that I was an intolerant person.  However I could not apologize, so I pretended that nothing had happened and smiled when I left.  My friend did not say anything but just watched me leave.","['friend', 'halfteasingly', 'called', 'bad', 'nickname', 'felt', 'insulted', 'kicked', 'hip', 'anger', 'stable', 'later', 'feel', 'angry', 'fact', 'afraid', 'friend', 'would', 'think', 'intolerant', 'person', 'however', 'could', 'apologize', 'pretended', 'nothing', 'happened', 'smiled', 'left', 'friend', 'say', 'anything', 'watched', 'leave']",friend halfteasingly called bad nickname felt insulted kicked hip anger stable later feel angry fact afraid friend would think intolerant person however could apologize pretended nothing happened smiled left friend say anything watched leave
sadness,Last night I did not do very well in one of the subjects.  Before the result was announced I feared that I would fail.  Finally I got a D and as the results of the other subjects were not all      good I felt a little sad.,"['last', 'night', 'well', 'one', 'subject', 'result', 'announced', 'feared', 'would', 'fail', 'finally', 'got', 'result', 'subject', 'good', 'felt', 'little', 'sad']",last night well one subject result announced feared would fail finally got result subject good felt little sad
disgust,Whenever I spoke to a female classmate I felt disgusted.  She said meaningless things and seemed to indicate something to me but I did not love/like her.,"['whenever', 'spoke', 'female', 'classmate', 'felt', 'disgusted', 'said', 'meaningless', 'thing', 'seemed', 'indicate', 'something', 'lovelike']",whenever spoke female classmate felt disgusted said meaningless thing seemed indicate something lovelike
shame,Once a female classmate told me that the clothes I wore seemed to be a child's clothes.  On hearing this I felt a little ashamed and I criticized her clothes though there was nothing wrong with them.,"['female', 'classmate', 'told', 'clothes', 'wore', 'seemed', 'child', 'clothes', 'hearing', 'felt', 'little', 'ashamed', 'criticized', 'clothes', 'though', 'nothing', 'wrong']",female classmate told clothes wore seemed child clothes hearing felt little ashamed criticized clothes though nothing wrong
guilt,Once while playing tennis with my classmate I lost a few tennis balls.  I found one near the tennis court and took it to be mine despite thinking that it might belong to the student in the next court.  I felt guilty.  Later someone came to me to claim the ball and I gave it back to him.,"['playing', 'tennis', 'classmate', 'lost', 'tennis', 'ball', 'found', 'one', 'near', 'tennis', 'court', 'took', 'mine', 'despite', 'thinking', 'might', 'belong', 'student', 'next', 'court', 'felt', 'guilty', 'later', 'someone', 'came', 'claim', 'ball', 'gave', 'back']",playing tennis classmate lost tennis ball found one near tennis court took mine despite thinking might belong student next court felt guilty later someone came claim ball gave back
happiness,When I received a letter from the university telling me that my application had been accepted.,"['received', 'letter', 'university', 'telling', 'application', 'accepted']",received letter university telling application accepted
fear,At primary school the teacher caught me cheating during a dictation.,"['primary', 'school', 'teacher', 'caught', 'cheating', 'dictation']",primary school teacher caught cheating dictation
anger,Someone spread rumours about me.,"['someone', 'spread', 'rumour']",someone spread rumour
sadness,One night my father suddenly suffered from a heart attack which lead to breathing difficulties.,"['one', 'night', 'father', 'suddenly', 'suffered', 'heart', 'attack', 'lead', 'breathing', 'difficulty']",one night father suddenly suffered heart attack lead breathing difficulty
disgust,The curriculum of the year !   The English course was very heavy.  I had not prepared and the teacher asked several questions during class.  The students were not ready to answer the questions and the teacher was frustated.,"['curriculum', 'year', 'english', 'course', 'heavy', 'prepared', 'teacher', 'asked', 'several', 'question', 'class', 'student', 'ready', 'answer', 'question', 'teacher', 'frustated']",curriculum year english course heavy prepared teacher asked several question class student ready answer question teacher frustated
shame,"I forgot to zip up my trousers, this was not noticed by anyone.","['forgot', 'zip', 'trouser', 'noticed', 'anyone']",forgot zip trouser noticed anyone
guilt,Peeping.,['peeping'],peeping
happiness,"I had a picnic with old classmates, we chatted and played games.","['picnic', 'old', 'classmate', 'chatted', 'played', 'game']",picnic old classmate chatted played game
fear,At night when I was alone at home (all the family members usually get together at that time) someone knocked vigorously on the door.,"['night', 'alone', 'home', 'family', 'member', 'usually', 'get', 'together', 'time', 'someone', 'knocked', 'vigorously', 'door']",night alone home family member usually get together time someone knocked vigorously door
anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities.  I felt that my  personal sanity had been affected.,"['saw', 'bed', 'hostel', 'mess', 'guessed', 'someone', 'else', 'used', 'daily', 'necessity', 'felt', 'personal', 'sanity', 'affected']",saw bed hostel mess guessed someone else used daily necessity felt personal sanity affected
sadness,During the Physics experiment session I did not understand the content of the experiment and did not know how to do it.,"['physic', 'experiment', 'session', 'understand', 'content', 'experiment', 'know']",physic experiment session understand content experiment know
disgust,A man sexually aggressed a small girl in the bus but the girl did not dare to speak out.,"['man', 'sexually', 'aggressed', 'small', 'girl', 'bus', 'girl', 'dare', 'speak']",man sexually aggressed small girl bus girl dare speak
shame,Being unable to stop urinating on the bus.,"['unable', 'stop', 'urinating', 'bus']",unable stop urinating bus
guilt,There were old people in a crowded bus and I did not have the courage to give them my seat.  I closed my eyes to sleep and then opened my book to read.  In my heart I wanted to give them the seat.,"['old', 'people', 'crowded', 'bus', 'courage', 'give', 'seat', 'closed', 'eye', 'sleep', 'opened', 'book', 'read', 'heart', 'wanted', 'give', 'seat']",old people crowded bus courage give seat closed eye sleep opened book read heart wanted give seat
happiness,It was the first time that I gave a birthday present to my friend.   She wrote me a letter as she is my girlfriend.  The content of the letter was so sweet that it made me feel very happy.á ,"['first', 'time', 'gave', 'birthday', 'present', 'friend', 'wrote', 'letter', 'girlfriend', 'content', 'letter', 'sweet', 'made', 'feel', 'happyá']",first time gave birthday present friend wrote letter girlfriend content letter sweet made feel happyá
fear,"It was a week before the higher level results were announced.  I had tried and failed many times and this was the last time that I was taking the exam.  I knew that if i failed again I woulld have to enter the society.  I imagined things during this period - I dreamt that I had entered university and it was a nice experience.  When I thought about the future, an unexplainable fear rose in me.  I feared being a worker and not having a bright prospect, I also feared the criticism of my relatives as my brother had gone to university.  Whenevr I thought of this issue I could not eat or concentrate, and my heart beat increased.","['week', 'higher', 'level', 'result', 'announced', 'tried', 'failed', 'many', 'time', 'last', 'time', 'taking', 'exam', 'knew', 'failed', 'woulld', 'enter', 'society', 'imagined', 'thing', 'period', 'dreamt', 'entered', 'university', 'nice', 'experience', 'thought', 'future', 'unexplainable', 'fear', 'rose', 'feared', 'worker', 'bright', 'prospect', 'also', 'feared', 'criticism', 'relative', 'brother', 'gone', 'university', 'whenevr', 'thought', 'issue', 'could', 'eat', 'concentrate', 'heart', 'beat', 'increased']",week higher level result announced tried failed many time last time taking exam knew failed woulld enter society imagined thing period dreamt entered university nice experience thought future unexplainable fear rose feared worker bright prospect also feared criticism relative brother gone university whenevr thought issue could eat concentrate heart beat increased
anger,The surname of my brother was different from ours.  He often grinned at home and provoked others for the pleasure of it.  This made me angry.,"['surname', 'brother', 'different', 'often', 'grinned', 'home', 'provoked', 'others', 'pleasure', 'made', 'angry']",surname brother different often grinned home provoked others pleasure made angry
sadness,"When I was in primary 6, my father died.  I was very young then and did not know what had happened.  The weeping of my relatives and my tears made me sad.","['primary', 'father', 'died', 'young', 'know', 'happened', 'weeping', 'relative', 'tear', 'made', 'sad']",primary father died young know happened weeping relative tear made sad
disgust,"At hostel, my roommate was a very selfish person and would avoid doing anyhting that did not concern him.  A few of us prepared lunch together and had decided to share the work.  My roomate had promised to do the same but I had to wash the bowls everytime after dinner.  I tried to wait and thought that he would realize his fault.  I did not want to tell him to do the work as he is a university student and ought to have self-respect.  He disappointed me and so every time I saw him I tried to avoid him and did not want to keep any contact with him.","['hostel', 'roommate', 'selfish', 'person', 'would', 'avoid', 'anyhting', 'concern', 'prepared', 'lunch', 'together', 'decided', 'share', 'work', 'roomate', 'promised', 'wash', 'bowl', 'everytime', 'dinner', 'tried', 'wait', 'thought', 'would', 'realize', 'fault', 'want', 'tell', 'work', 'university', 'student', 'ought', 'selfrespect', 'disappointed', 'every', 'time', 'saw', 'tried', 'avoid', 'want', 'keep', 'contact']",hostel roommate selfish person would avoid anyhting concern prepared lunch together decided share work roomate promised wash bowl everytime dinner tried wait thought would realize fault want tell work university student ought selfrespect disappointed every time saw tried avoid want keep contact
shame,My friend had many female friends and I thought that they were his lovers.  I would scold him but he did not accept my advice.  Later I learnt from his girlfriends that this was not true.  I felt ashamed at having misunderstood him.,"['friend', 'many', 'female', 'friend', 'thought', 'lover', 'would', 'scold', 'accept', 'advice', 'later', 'learnt', 'girlfriend', 'true', 'felt', 'ashamed', 'misunderstood']",friend many female friend thought lover would scold accept advice later learnt girlfriend true felt ashamed misunderstood
guilt,In the past I used to think that my mother was a very nagging person.  When I started living at the hostel we had little time to meet each other.  Whenever I went home she would take care of me.  I gradually realized that what she had done was for my own good.  So very time I saw her I felt guilty.,"['past', 'used', 'think', 'mother', 'nagging', 'person', 'started', 'living', 'hostel', 'little', 'time', 'meet', 'whenever', 'went', 'home', 'would', 'take', 'care', 'gradually', 'realized', 'done', 'good', 'time', 'saw', 'felt', 'guilty']",past used think mother nagging person started living hostel little time meet whenever went home would take care gradually realized done good time saw felt guilty
happiness,"In August,1983, the long awaited \big envelope\"" (a document for C.U.H.K admission) arrived.  It was in the afternoon and I had not been doing anything.  When the postman, with his big bag, knocked on the door I knew what it was about.  I hurriedly opened the envelope and my mood at that time is hard to describe.  It lasted several hours and only calmed down later.""","['august1983', 'long', 'awaited', 'big', 'envelope', 'document', 'cuhk', 'admission', 'arrived', 'afternoon', 'anything', 'postman', 'big', 'bag', 'knocked', 'door', 'knew', 'hurriedly', 'opened', 'envelope', 'mood', 'time', 'hard', 'describe', 'lasted', 'several', 'hour', 'calmed', 'later']",august1983 long awaited big envelope document cuhk admission arrived afternoon anything postman big bag knocked door knew hurriedly opened envelope mood time hard describe lasted several hour calmed later
fear,"On Christmas eve,1984, I had just finished the exams and was afraid as the results of one of my major subjects had been very unsatisfactory.  I thought that I had only a 50% chance of passing.  Even if I failed this subject I would not need to repeat.  However I liked this subject very much and my results were bad because of my lazyness.  If I was forced to change to a minor in this subject I would be very unwilling.","['christmas', 'eve1984', 'finished', 'exam', 'afraid', 'result', 'one', 'major', 'subject', 'unsatisfactory', 'thought', 'chance', 'passing', 'even', 'failed', 'subject', 'would', 'need', 'repeat', 'however', 'liked', 'subject', 'much', 'result', 'bad', 'lazyness', 'forced', 'change', 'minor', 'subject', 'would', 'unwilling']",christmas eve1984 finished exam afraid result one major subject unsatisfactory thought chance passing even failed subject would need repeat however liked subject much result bad lazyness forced change minor subject would unwilling
anger,"In September 1984, I was forced to live with someone I did not like.  The first week we were at loggerheads and our conversation was like a debate.  The atmosphere was very bad.  When he learnt that I had got 95 marks in a test he told me \ A failure, You lost 5 marks.\""   I was very angry, not because my marks were lower than his, but because I could not tolerate his pride.  I did not show my discontentment and carried on doing my work.""","['september', '1984', 'forced', 'live', 'someone', 'like', 'first', 'week', 'loggerhead', 'conversation', 'like', 'debate', 'atmosphere', 'bad', 'learnt', 'got', 'mark', 'test', 'told', 'failure', 'lost', 'mark', 'angry', 'mark', 'lower', 'could', 'tolerate', 'pride', 'show', 'discontentment', 'carried', 'work']",september 1984 forced live someone like first week loggerhead conversation like debate atmosphere bad learnt got mark test told failure lost mark angry mark lower could tolerate pride show discontentment carried work
sadness,This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.,"['issue', 'worried', 'rather', 'saddening', 'mid', 'september', 'went', 'guanggho', 'alone', 'looking', 'accomodation', 'evening', 'walked', 'mile', 'still', 'could', 'find', 'anything', 'could', 'worried', 'sleeping', 'street', 'procedural', 'problem', 'finally', 'found', 'place', 'sleep', 'oclock']",issue worried rather saddening mid september went guanggho alone looking accomodation evening walked mile still could find anything could worried sleeping street procedural problem finally found place sleep oclock
disgust,"My roommate liked to listen to some meaningless songs which had melody but had no content.  We lived together so when he played the recorder I was forced to listen to them.  I could not tell him that I did not like to listen to the songs, as I had no right to disturb the freedom of others.  So I would find a pretext to leave the room and go somewhere else.","['roommate', 'liked', 'listen', 'meaningless', 'song', 'melody', 'content', 'lived', 'together', 'played', 'recorder', 'forced', 'listen', 'could', 'tell', 'like', 'listen', 'song', 'right', 'disturb', 'freedom', 'others', 'would', 'find', 'pretext', 'leave', 'room', 'somewhere', 'else']",roommate liked listen meaningless song melody content lived together played recorder forced listen could tell like listen song right disturb freedom others would find pretext leave room somewhere else
shame,"Last Summer I went camping with some C.U students.  As I was working then, I had to leave the second night (some of them had joined us the first night).  Next morning, 6 o'clock, a female classmate knocked on our door and tried to wake us up.  I was not fully conscious and I said something which I should not have.  I realized the trouble I had made and wanted to hide.  Later I said sorry to her and the matter came to an end.","['last', 'summer', 'went', 'camping', 'student', 'working', 'leave', 'second', 'night', 'joined', 'first', 'night', 'next', 'morning', 'oclock', 'female', 'classmate', 'knocked', 'door', 'tried', 'wake', 'fully', 'conscious', 'said', 'something', 'realized', 'trouble', 'made', 'wanted', 'hide', 'later', 'said', 'sorry', 'matter', 'came', 'end']",last summer went camping student working leave second night joined first night next morning oclock female classmate knocked door tried wake fully conscious said something realized trouble made wanted hide later said sorry matter came end
guilt,I lied to one of my best friends.,"['lied', 'one', 'best', 'friend']",lied one best friend
happiness,I received a letter from a distant friend.,"['received', 'letter', 'distant', 'friend']",received letter distant friend
fear,My parents were out and I was the eldest at home.  At midnight a male stranger phoned us and spoke to me in a rough language.  I hung up and heard someone walking outside our door.,"['parent', 'eldest', 'home', 'midnight', 'male', 'stranger', 'phoned', 'spoke', 'rough', 'language', 'hung', 'heard', 'someone', 'walking', 'outside', 'door']",parent eldest home midnight male stranger phoned spoke rough language hung heard someone walking outside door
anger,Two years back someone invited me to be the tutor of her grand-daughter.  The grand-daughter asked me some questions in mathematics so I taught her.  However she did not listen to me and this made me feel unhappy.  The second year it was the same.  When I entered university the girl's parents suggested that I be employed as their daghters tutor.  They told me that at university  there was no homework and I would have a lot of time so they made a time-table  for me which required me to be the tutor five days a week.  They did not respect me and anyway I had another child to teach.,"['two', 'year', 'back', 'someone', 'invited', 'tutor', 'granddaughter', 'granddaughter', 'asked', 'question', 'mathematics', 'taught', 'however', 'listen', 'made', 'feel', 'unhappy', 'second', 'year', 'entered', 'university', 'girl', 'parent', 'suggested', 'employed', 'daghters', 'tutor', 'told', 'university', 'homework', 'would', 'lot', 'time', 'made', 'timetable', 'required', 'tutor', 'five', 'day', 'week', 'respect', 'anyway', 'another', 'child', 'teach']",two year back someone invited tutor granddaughter granddaughter asked question mathematics taught however listen made feel unhappy second year entered university girl parent suggested employed daghters tutor told university homework would lot time made timetable required tutor five day week respect anyway another child teach
sadness,I had taken the responsibility to do something and I had prepared for it.  However I failed because of my timidity.  After three attempts I still could not adapt to the atmosphere and failed as before.  I felt imcompetent and felt that the others would think that I had not prepared for it.,"['taken', 'responsibility', 'something', 'prepared', 'however', 'failed', 'timidity', 'three', 'attempt', 'still', 'could', 'adapt', 'atmosphere', 'failed', 'felt', 'imcompetent', 'felt', 'others', 'would', 'think', 'prepared']",taken responsibility something prepared however failed timidity three attempt still could adapt atmosphere failed felt imcompetent felt others would think prepared
disgust,I was at home and I heard a loud sound of spitting outside the door.  I thought that one of my family members would step on the spit and bring the germs in the house.,"['home', 'heard', 'loud', 'sound', 'spitting', 'outside', 'door', 'thought', 'one', 'family', 'member', 'would', 'step', 'spit', 'bring', 'germ', 'house']",home heard loud sound spitting outside door thought one family member would step spit bring germ house
shame,I did not do the homework that the teacher had asked us to do.  I was scolded immediately.,"['homework', 'teacher', 'asked', 'scolded', 'immediately']",homework teacher asked scolded immediately
guilt,I had shouted at my younger brother and he was always afraid when I called out loudly.,"['shouted', 'younger', 'brother', 'always', 'afraid', 'called', 'loudly']",shouted younger brother always afraid called loudly
happiness,I suppose I am happy being so ` tiny' ; it means I am able to surprise people with what is generally seen as my confident and outgoing personality . ,"['suppose', 'happy', 'tiny', 'mean', 'able', 'surprise', 'people', 'generally', 'seen', 'confident', 'outgoing', 'personality']",suppose happy tiny mean able surprise people generally seen confident outgoing personality
happiness,Lennox has always truly wanted to fight for the world title and was happy taking the tough route . ,"['lennox', 'always', 'truly', 'wanted', 'fight', 'world', 'title', 'happy', 'taking', 'tough', 'route']",lennox always truly wanted fight world title happy taking tough route
happiness,"He was a professional musician now , still sensitive and happy doing something he loved . ","['professional', 'musician', 'still', 'sensitive', 'happy', 'something', 'loved']",professional musician still sensitive happy something loved
happiness,Holmes is happy having the freedom of the house when we are out . ,"['holmes', 'happy', 'freedom', 'house']",holmes happy freedom house
happiness,"I had problems with tutors trying to encourage me to diversity my work and experiment with other styles , but I was quite happy with the direction my work was heading so I stubbornly stuck to it . ","['problem', 'tutor', 'trying', 'encourage', 'diversity', 'work', 'experiment', 'style', 'quite', 'happy', 'direction', 'work', 'heading', 'stubbornly', 'stuck']",problem tutor trying encourage diversity work experiment style quite happy direction work heading stubbornly stuck
happiness,These days he is quite happy travelling by trolley . ,"['day', 'quite', 'happy', 'travelling', 'trolley']",day quite happy travelling trolley
happiness,"I 'm really happy in the group now . "" ","['really', 'happy', 'group']",really happy group
happiness,"I was given a dummy in which to do my preliminary sketches , but the dummy was designed so beautifully by Amelia Edwards that I was really happy with my work . ","['given', 'dummy', 'preliminary', 'sketch', 'dummy', 'designed', 'beautifully', 'amelia', 'edward', 'really', 'happy', 'work']",given dummy preliminary sketch dummy designed beautifully amelia edward really happy work
happiness,"I must say I was not totally happy about her going on at Yeo Davis , with me in the government . ","['must', 'say', 'totally', 'happy', 'going', 'yeo', 'davis', 'government']",must say totally happy going yeo davis government
happiness,"Indeed , the two M boys themselves were not totally happy at first at having these initially undisciplined children visiting their home and generally being around on a regular basis . ","['indeed', 'two', 'boy', 'totally', 'happy', 'first', 'initially', 'undisciplined', 'child', 'visiting', 'home', 'generally', 'around', 'regular', 'basis']",indeed two boy totally happy first initially undisciplined child visiting home generally around regular basis
happiness,` I am very happy with the way I am playing but I accept that he believes he should be England 's fly-half . ,"['happy', 'way', 'playing', 'accept', 'belief', 'england', 'flyhalf']",happy way playing accept belief england flyhalf
happiness,"But seriously , I 'm very happy that you 're staying . ","['seriously', 'happy', 'staying']",seriously happy staying
happiness,We are very happy that the Volkswagen Tour has enabled us to welcome this renowned orchestra to the Festival for the first time . ,"['happy', 'volkswagen', 'tour', 'enabled', 'welcome', 'renowned', 'orchestra', 'festival', 'first', 'time']",happy volkswagen tour enabled welcome renowned orchestra festival first time
happiness,"In the last 10 days of the trail , however , he became much happier to take risks , although babies remained unkissed . ","['last', 'day', 'trail', 'however', 'became', 'much', 'happier', 'take', 'risk', 'although', 'baby', 'remained', 'unkissed']",last day trail however became much happier take risk although baby remained unkissed
happiness,"A drop of scotch during occasional periods of self-criticism helped him to become happy with himself , but most of the time he was happy anyway . ","['drop', 'scotch', 'occasional', 'period', 'selfcriticism', 'helped', 'become', 'happy', 'time', 'happy', 'anyway']",drop scotch occasional period selfcriticism helped become happy time happy anyway
happiness,He felt suddenly happy at being alive . ,"['felt', 'suddenly', 'happy', 'alive']",felt suddenly happy alive
happiness,What I did n't understand was why I did n't feel happy walking down the street afterwards . ,"['understand', 'feel', 'happy', 'walking', 'street', 'afterwards']",understand feel happy walking street afterwards
happiness,Sarah tried to stop herself from feeling happy at this revelation . ,"['sarah', 'tried', 'stop', 'feeling', 'happy', 'revelation']",sarah tried stop feeling happy revelation
happiness,He seemed happy with this . ,"['seemed', 'happy']",seemed happy
happiness,"Nevertheless , no writer , however self-sufficient , writes without a thought of an audience , and Tolkien was happy to discover anyone who could appreciate what he was up to . ","['nevertheless', 'writer', 'however', 'selfsufficient', 'writes', 'without', 'thought', 'audience', 'tolkien', 'happy', 'discover', 'anyone', 'could', 'appreciate']",nevertheless writer however selfsufficient writes without thought audience tolkien happy discover anyone could appreciate
happiness,He 's just happy to get on with it . ,"['happy', 'get']",happy get
happiness,Neil Kinnock was happy that his deputy should spell out his commitment to equality as Labour 's objective . ,"['neil', 'kinnock', 'happy', 'deputy', 'spell', 'commitment', 'equality', 'labour', 'objective']",neil kinnock happy deputy spell commitment equality labour objective
happiness,I was happy that I was having my own baby but sometimes I used to cry for nothing and I was easily upset . ,"['happy', 'baby', 'sometimes', 'used', 'cry', 'nothing', 'easily', 'upset']",happy baby sometimes used cry nothing easily upset
happiness,` We are not happy that the group is meeting Sinn Fein and will demand an explanation from the Consulate . ,"['happy', 'group', 'meeting', 'sinn', 'fein', 'demand', 'explanation', 'consulate']",happy group meeting sinn fein demand explanation consulate
happiness,"` I 'm so happy you could make it , my favourite jockey . "" ","['happy', 'could', 'make', 'favourite', 'jockey']",happy could make favourite jockey
happiness,Said his co-boss Curbishley : ` I was a bit disappointed when Lennie Lawrence at Middlesbrough did n't come up with the price we 'd fixed but I 'm happy the lad is still here . ,"['said', 'coboss', 'curbishley', 'bit', 'disappointed', 'lennie', 'lawrence', 'middlesbrough', 'come', 'price', 'fixed', 'happy', 'lad', 'still']",said coboss curbishley bit disappointed lennie lawrence middlesbrough come price fixed happy lad still
happiness,Do you have a delight in animals and skill in their management ? ,"['delight', 'animal', 'skill', 'management']",delight animal skill management
happiness,"The book also moves close to a highly critical analysis of science and yet never becomes anti-science , only anti-scientific : Jones 's own delight in physics enthusiastically drawing the sting out of his own criticism . ","['book', 'also', 'move', 'close', 'highly', 'critical', 'analysis', 'science', 'yet', 'never', 'becomes', 'antiscience', 'antiscientific', 'jones', 'delight', 'physic', 'enthusiastically', 'drawing', 'sting', 'criticism']",book also move close highly critical analysis science yet never becomes antiscience antiscientific jones delight physic enthusiastically drawing sting criticism
happiness,But he was sniffily dismayed at their delight in consumerism and sheep-like attitude to the reactionary rubbish in the papers . ,"['sniffily', 'dismayed', 'delight', 'consumerism', 'sheeplike', 'attitude', 'reactionary', 'rubbish', 'paper']",sniffily dismayed delight consumerism sheeplike attitude reactionary rubbish paper
happiness,"Trying to hide her enormous delight in his return , Juliet turned to David . ","['trying', 'hide', 'enormous', 'delight', 'return', 'juliet', 'turned', 'david']",trying hide enormous delight return juliet turned david
happiness,"` Estelle 's delight in Thomas made your mother very happy , "" Ashley recalled , her head resting against his chest . ","['estelle', 'delight', 'thomas', 'made', 'mother', 'happy', 'ashley', 'recalled', 'head', 'resting', 'chest']",estelle delight thomas made mother happy ashley recalled head resting chest
happiness,"She cackled and slapped her knees , bent double and wheezing with delight at her own witticisms . ","['cackled', 'slapped', 'knee', 'bent', 'double', 'wheezing', 'delight', 'witticism']",cackled slapped knee bent double wheezing delight witticism
happiness,My delight at everything I saw was beyond bounds  gardens were allotted my sister and self  there was the canal to fish in  a pony to ride  besides animals of different kinds ,"['delight', 'everything', 'saw', 'beyond', 'bound', 'garden', 'allotted', 'sister', 'self', 'canal', 'fish', 'pony', 'ride', 'besides', 'animal', 'different', 'kind']",delight everything saw beyond bound garden allotted sister self canal fish pony ride besides animal different kind
happiness,"They were astonished to see the penguin , and swooped low to call out with delight at her sleek feathers and solid little body . ","['astonished', 'see', 'penguin', 'swooped', 'low', 'call', 'delight', 'sleek', 'feather', 'solid', 'little', 'body']",astonished see penguin swooped low call delight sleek feather solid little body
happiness,"The ANC , while expressing delight at their decision , nevertheless continued to call for the dissolution of the tricameral parliament , which it regarded as essentially racist . ","['anc', 'expressing', 'delight', 'decision', 'nevertheless', 'continued', 'call', 'dissolution', 'tricameral', 'parliament', 'regarded', 'essentially', 'racist']",anc expressing delight decision nevertheless continued call dissolution tricameral parliament regarded essentially racist
happiness,Her stumbling repetition masked a growing delight at his basic error . ,"['stumbling', 'repetition', 'masked', 'growing', 'delight', 'basic', 'error']",stumbling repetition masked growing delight basic error
happiness,Bobby Robson 's delight at having guided his team to another major tourament was coupled with gratitude to the 40-year-old goalkeeper . ,"['bobby', 'robson', 'delight', 'guided', 'team', 'another', 'major', 'tourament', 'coupled', 'gratitude', '40yearold', 'goalkeeper']",bobby robson delight guided team another major tourament coupled gratitude 40yearold goalkeeper
happiness,"Expressing his delight at being appointed , he said : ` This is the one job I had hoped for . "" ","['expressing', 'delight', 'appointed', 'said', 'one', 'job', 'hoped']",expressing delight appointed said one job hoped
happiness,Headmaster Jim Jones recalled her delight at winning the egg and spoon race . ,"['headmaster', 'jim', 'jones', 'recalled', 'delight', 'winning', 'egg', 'spoon', 'race']",headmaster jim jones recalled delight winning egg spoon race
happiness,The delight at being finally united with Joan was tempered by a feeling of discomfort about Ronnie Leahy . ,"['delight', 'finally', 'united', 'joan', 'tempered', 'feeling', 'discomfort', 'ronnie', 'leahy']",delight finally united joan tempered feeling discomfort ronnie leahy
happiness,Minton 's sober and workmanlike drawings instance his delight in registering rhythmic activity and industrial shapes . ,"['minton', 'sober', 'workmanlike', 'drawing', 'instance', 'delight', 'registering', 'rhythmic', 'activity', 'industrial', 'shape']",minton sober workmanlike drawing instance delight registering rhythmic activity industrial shape
happiness,"His delight and sense of wonder at the growth of his baby were erratic as other interests pressed , but real enough . ","['delight', 'sense', 'wonder', 'growth', 'baby', 'erratic', 'interest', 'pressed', 'real', 'enough']",delight sense wonder growth baby erratic interest pressed real enough
happiness,"Yes , I 'd like to declare a small case of French flu , a dangerous fondness for Flaubert , a childish delight in French road-signs , and a love of the light as you look north . ","['yes', 'like', 'declare', 'small', 'case', 'french', 'flu', 'dangerous', 'fondness', 'flaubert', 'childish', 'delight', 'french', 'roadsigns', 'love', 'light', 'look', 'north']",yes like declare small case french flu dangerous fondness flaubert childish delight french roadsigns love light look north
happiness,"The celebration of sexuality found in the works of Sidur , Neizvestny and others , stemmed partly from the mischievous delight in taunting society 's taboos . ","['celebration', 'sexuality', 'found', 'work', 'sidur', 'neizvestny', 'others', 'stemmed', 'partly', 'mischievous', 'delight', 'taunting', 'society', 'taboo']",celebration sexuality found work sidur neizvestny others stemmed partly mischievous delight taunting society taboo
happiness,"It was also due to a barbaric delight in high-sounding verbiage , and probably this was the most powerful reason for its use . ","['also', 'due', 'barbaric', 'delight', 'highsounding', 'verbiage', 'probably', 'powerful', 'reason', 'use']",also due barbaric delight highsounding verbiage probably powerful reason use
happiness,"Re was at first pleased but soon realised that Hathor 's delight in killing might lead to the destruction of all mankind , which he had not intended . ","['first', 'pleased', 'soon', 'realised', 'hathor', 'delight', 'killing', 'might', 'lead', 'destruction', 'mankind', 'intended']",first pleased soon realised hathor delight killing might lead destruction mankind intended
happiness,Their cheerfulness and delight at still being alive only made Charlie feel more guilty . ,"['cheerfulness', 'delight', 'still', 'alive', 'made', 'charlie', 'feel', 'guilty']",cheerfulness delight still alive made charlie feel guilty
happiness,"This time Ronni admitted it , feeling a little like a traitor at the confession -- and at the sense of pure delight she felt at Guido 's gesture . ","['time', 'ronni', 'admitted', 'feeling', 'little', 'like', 'traitor', 'confession', 'sense', 'pure', 'delight', 'felt', 'guido', 'gesture']",time ronni admitted feeling little like traitor confession sense pure delight felt guido gesture
happiness,"In the end , the poems must be read as expressions of sheer delight in friendship . ","['end', 'poem', 'must', 'read', 'expression', 'sheer', 'delight', 'friendship']",end poem must read expression sheer delight friendship
happiness,"With such obvious delight in food , it 's hard to see how Blanc remains so slim . ","['obvious', 'delight', 'food', 'hard', 'see', 'blanc', 'remains', 'slim']",obvious delight food hard see blanc remains slim
happiness,The animal seemed to take a perverse delight in terrorizing him . ,"['animal', 'seemed', 'take', 'perverse', 'delight', 'terrorizing']",animal seemed take perverse delight terrorizing
